IASR ID,Power Station,Technology Type,Region,Sub-region,REZ Location,REZ ID,Status,Regional build cost zone,Maximum capacity (MW),Storage capacity (MWh),SP2025-26,ST2032-33,W2033,Minimum Stable Limit,No-Load  Heat Rate,Marginal Heat Rate,Pumping efficiency (%),Charge efficiency (%),Discharge efficiency (%),Allowable max state of charge (%),Allowable min state of charge (%),Round trip efficiency (%),Annual degradation (%),Max Ramp Up (MW/min),Max Ramp Down (MW/min),Maintenance - Proportion of time out (%),Maintenance - Equivalent average days per year on planned outage,Full outage (% of time),Partial outage (% of time),Full outage MTTR (hrs),Partial outage MTTR (hrs),Partial Outage Derating Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat rate (GJ/MWh HHV s.o.),Fuel cost ($/GJ),Scope 1 Emissions (kg/MWh),MLF,Auxiliary load (% of nameplate capacity),SRMC ($/MWh),Expected Closure Year (Calendar year),Retirement / Rehabilitation cost ($/MW),Fault Level Replacement Cost ($M)
TUMUT3_01,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TUMUT3_02,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TUMUT3_03,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TUMUT3_04,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TUMUT3_05,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TUMUT3_06,Tumut 3,Pumped Hydro (48hrs storage),NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,250,,300,300,300,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.64,0.00,2070,7000,not found
TU111-1,Tungatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,25,,26,0,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2100,10500,not found
TU112-2,Tungatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,25,,26,26,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2100,10500,not found
TU113-3,Tungatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,25,,26,26,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2100,10500,not found
TU114-4,Tungatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,25,,26,26,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2100,10500,not found
TU115-5,Tungatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,25,,26,26,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2100,10500,not found
TUMUT1_01,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,82,,93,103,103,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT1_02,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,82,,93,103,103,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT1_03,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,82,,93,103,103,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT1_04,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,82,,93,103,103,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT2_01,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,72,,73,78,78,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT2_02,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,72,,73,78,78,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT2_03,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,72,,0,78,78,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
TUMUT2_04,Upper Tumut,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,72,,73,73,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2070,10500,not found
WKIEWA1_1,West Kiewa,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,17,,17,17,17,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,1.00,0.64,8.99,2057,10500,not found
WKIEWA1_2,West Kiewa,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,17,,17,17,17,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,1.00,0.64,8.99,2057,10500,not found
WKIEWA2_1,West Kiewa,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,17,,17,17,17,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,1.00,0.64,8.99,2057,10500,not found
WKIEWA2_2,West Kiewa,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,17,,17,17,17,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,1.00,0.64,8.99,2057,10500,not found
W/HOE#1,Wivenhoe,Pumped Hydro (10hrs storage),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,285,3000,285,285,285,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,96.74,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2084,10500,not found
W/HOE#2,Wivenhoe,Pumped Hydro (10hrs storage),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,285,3000,285,285,285,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,96.74,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2084,10500,not found
BANN1,Bannerton Solar Park,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,100,,84,84,88,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.90,0.01,0.00,2049,110000,not found
BERYLSF1,Beryl Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,98,,77,83,87,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.93,0.01,0.00,2049,110000,not found
BOWWPV1,Bolivar Waste Water Treatment Solar Farm,Large scale Solar PV,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,8,,6,7,6,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.00,0.01,0.00,2045,110000,not found
BOMENSF1,Bomen Solar Farm,Large scale Solar PV,NSW,SNSW,Wagga Wagga,N6,Existing,Not Applicable,121,,98,99,100,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.92,0.01,0.00,2050,110000,not found
BROKENH1,Broken Hill Solar Farm,Large scale Solar PV,NSW,SNSW,Broken Hill,N4,Existing,Not Applicable,53,,53,53,53,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.86,0.01,0.00,2043,110000,not found
BNGSF1,Bungala One Solar Farm,Large scale Solar PV,SA,NSA,Northern SA,S5,Existing,Not Applicable,135,,105,110,110,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.97,0.01,0.00,2044,110000,not found
BNGSF2,Bungala Two Solar Farm,Large scale Solar PV,SA,NSA,Northern SA,S5,Existing,Not Applicable,135,,105,110,110,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.97,0.01,0.00,2044,110000,not found
CHILDSF1,Childers Solar Farm,Large scale Solar PV,QLD,SQ,Wide Bay,Q7,Existing,Not Applicable,64,,56,56,56,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2049,110000,not found
CLARESF1,Clare Solar Farm,Large scale Solar PV,QLD,NQ,Northern Qld,Q3,Existing,Not Applicable,110,,95,97,100,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2047,110000,not found
CLERMSF1,Clermont Solar Farm,Large scale Solar PV,QLD,CQ,Isaac,Q4,Existing,Not Applicable,93,,71,73,75,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2049,110000,not found
COLEASF1,Coleambally Solar Farm,Large scale Solar PV,NSW,SNSW,South West NSW,N5,Existing,Not Applicable,150,,150,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.87,0.01,0.00,2043,110000,not found
CSPVPS1,Collinsville Solar Farm,Large scale Solar PV,QLD,CQ,Isaac,Q4,Existing,Not Applicable,43,,40,41,43,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2044,110000,not found
DDSF1,Darling Downs Solar Farm,Large scale Solar PV,QLD,SQ,Darling Downs,Q8,Existing,Not Applicable,121,,109,109,110,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2036,110000,not found
DARLSF1,Darlington Point Solar Farm,Large scale Solar PV,NSW,SNSW,South West NSW,N5,Existing,Not Applicable,275,,263,266,275,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2055,110000,not found
DAYDSF1,Daydream Solar Farm,Large scale Solar PV,QLD,CQ,Isaac,Q4,Existing,Not Applicable,168,,146,147,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
EMERASF1,Emerald Solar Farm,Large scale Solar PV,QLD,NQ,Far North QLD,Q1,Existing,Not Applicable,72,,68,69,72,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
FINLYSF1,Finley Solar Farm,Large scale Solar PV,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,162,,117,130,133,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2049,110000,not found
GANNSF1,Gannawarra Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,55,,48,49,50,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.93,0.01,0.00,2048,110000,not found
GLENSF1,Glenrowan Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,126,,102,102,102,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2053,110000,not found
GLRWNSF1,Glenrowan West Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,132,,103,107,110,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2051,110000,not found
GOONSF1,Goonumbla Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,70,,68,69,70,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2050,110000,not found
GULLRSF1,Gullen Range Solar Farm,Large scale Solar PV,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,10,,10,10,10,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.96,0.01,0.00,2100,110000,not found
GNNDHSF1,Gunnedah Solar Farm,Large scale Solar PV,NSW,NNSW,North West NSW,N1,Existing,Not Applicable,110,,110,110,110,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.84,0.01,0.00,2056,110000,not found
HAMISF1,Hamilton Solar Farm,Large scale Solar PV,QLD,NQ,Collinsville,Q10,Existing,Not Applicable,58,,54,55,56,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
HVWWPV1,Happy Valley Reservoir,Large scale Solar PV,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,11,,8,8,8,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.00,0.01,0.00,2041,110000,not found
HAUGHT11,Haughton Solar Farm,Large scale Solar PV,QLD,NQ,Northern Qld,Q3,Existing,Not Applicable,133,,100,100,100,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2050,110000,not found
HAYMSF1,Hayman Solar Farm,Large scale Solar PV,QLD,NQ,Isaac,Q10,Existing,Not Applicable,58,,48,48,50,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
HILLSTN1,Hillston Sun Farm,Large scale Solar PV,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,110,,77,85,85,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2046,110000,not found
HUGSF1,Hughenden Solar Farm,Large scale Solar PV,QLD,NQ,North Qld Clean Energy Hub,Q2,Existing,Not Applicable,21,,21,21,21,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2048,110000,not found
